yorum,aspect,gercek_sentiment,tahmin_sentiment
ürünüm elime ulaştı gayet güzel ve kibar görseldeki gibi,genel,pozitif,yok
sağlam ve uygun fiyat teşekkürler,kalite,pozitif,yok
sağlam ve uygun fiyat teşekkürler,fiyat,pozitif,pozitif
ben çok beğendim ilk bilgisayarım alabilirsiniz,genel,pozitif,pozitif
Casper markası zaten kendini kanıtlamış. öğrenciler için ideal pil ömrü fena değil . Fiyatına göre çok iyi.,fiyat,pozitif,pozitif
Casper markası zaten kendini kanıtlamış. öğrenciler için ideal pil ömrü fena değil . Fiyatına göre çok iyi.,batarya,notr,notr
Casper markası zaten kendini kanıtlamış. öğrenciler için ideal pil ömrü fena değil . Fiyatına göre çok iyi.,genel,pozitif,yok
Biraz yavaş ama fiyatına göre güzel,fiyat,notr,notr
Biraz yavaş ama fiyatına göre güzel,genel,pozitif,yok
ürün tam bir FP ürünü eğer öğrenciyseniz çok fazla oyun oynamayacaksanız işinizi görür kasma donma yapmıyor gayet hızlı bir şekilde çalışıyor 1 aya yakın kullan,fiyat,notr,yok
ürün tam bir FP ürünü eğer öğrenciyseniz çok fazla oyun oynamayacaksanız işinizi görür kasma donma yapmıyor gayet hızlı bir şekilde çalışıyor 1 aya yakın kullan,genel,pozitif,notr
ders çalismak için aldım gayet güzel çalışıyor memnunum,fiyat,yok,pozitif
ders çalismak için aldım gayet güzel çalışıyor memnunum,genel,pozitif,yok
ürün güzel iyi çalışıyor bir sıkıntı yok paketleme güzeldi,ambalaj,pozitif,pozitif
ürün güzel iyi çalışıyor bir sıkıntı yok paketleme güzeldi,genel,pozitif,yok
çok güzel çok beğendim,genel,pozitif,pozitif
Yeni aldığım laptopu birkaç haftadır aktif olarak kullanıyorum ve deneyimlerimi paylaşmak istedim.  Öncelikle tasarım açısından oldukça şık ve modern bir görünü,genel,pozitif,notr
Paketleme için teşekkür ediyorum.,ambalaj,pozitif,pozitif
Ürün gerçekten çok iyi kullanışlı sorunsuz elime ulaştı,kargo,pozitif,pozitif
Ürün gerçekten çok iyi kullanışlı sorunsuz elime ulaştı,genel,pozitif,yok
Harika.   Tavsiye ederim,genel,pozitif,pozitif
çok iyi bir bilgisayar çok memnun kaldım  alın aldırın bence,fiyat,yok,pozitif
çok iyi bir bilgisayar çok memnun kaldım  alın aldırın bence,genel,pozitif,yok
Ürün en fazla dizi izlemek için kullanılır çok yavaş,genel,negatif,negatif
kız kardeşime aldım tez yazarken eski bilgisayarı kasıyordu bu bişgisayar hem güzel hem kullanışlı,fiyat,yok,pozitif
kız kardeşime aldım tez yazarken eski bilgisayarı kasıyordu bu bişgisayar hem güzel hem kullanışlı,genel,pozitif,yok
ürün gerçekten iyi ders çalışmak için yeterli tavsiye ederim kız arkadaşıma aldım bı tane  bı kaç gün sonra kendime de Alicam,fiyat,yok,pozitif
ürün gerçekten iyi ders çalışmak için yeterli tavsiye ederim kız arkadaşıma aldım bı tane  bı kaç gün sonra kendime de Alicam,genel,pozitif,yok
çok güzel çok memnunuz,genel,pozitif,pozitif
çok güzel çok beğendim güzel çalışıyor,genel,pozitif,pozitif
kargo sorunsuz geldi sadece Microsoft oturum açmakta sıkıntı çektim şuanda çok iyi yks için aldım ders çalışmak icin,kargo,pozitif,pozitif
kargo sorunsuz geldi sadece Microsoft oturum açmakta sıkıntı çektim şuanda çok iyi yks için aldım ders çalışmak icin,fiyat,yok,pozitif
kargo sorunsuz geldi sadece Microsoft oturum açmakta sıkıntı çektim şuanda çok iyi yks için aldım ders çalışmak icin,genel,negatif,yok
çok güzel çok hızlı tavsiye ederim,genel,pozitif,pozitif
gercekten kaliteli ders icin aldim gayet iyi ürün,kalite,pozitif,pozitif
gercekten kaliteli ders icin aldim gayet iyi ürün,genel,pozitif,yok
fiyatına göre gayet kaliteli ekranı yeterli kurtarıcı bir laptop pişman etmedi 🙏🏻🌸,kalite,pozitif,pozitif
fiyatına göre gayet kaliteli ekranı yeterli kurtarıcı bir laptop pişman etmedi 🙏🏻🌸,fiyat,pozitif,pozitif
fiyatına göre gayet kaliteli ekranı yeterli kurtarıcı bir laptop pişman etmedi 🙏🏻🌸,ses_goruntu,pozitif,pozitif
"kesinlikle tavsiye ediyorum, çok güzel, beğendim elime çabuk ulaştı. teşekkürler",kargo,pozitif,pozitif
"kesinlikle tavsiye ediyorum, çok güzel, beğendim elime çabuk ulaştı. teşekkürler",genel,pozitif,yok
Ses kalitesi görüntü hızı mük çok tereddüt ederek aldım ama değer,kalite,yok,pozitif
Ses kalitesi görüntü hızı mük çok tereddüt ederek aldım ama değer,fiyat,yok,pozitif
Ses kalitesi görüntü hızı mük çok tereddüt ederek aldım ama değer,ses_goruntu,pozitif,pozitif
Ses kalitesi görüntü hızı mük çok tereddüt ederek aldım ama değer,genel,pozitif,pozitif
çok güzel  kargo hizli ve özenliydi teşekkürler,kargo,pozitif,pozitif
çok güzel  kargo hizli ve özenliydi teşekkürler,ambalaj,pozitif,yok
çok güzel  kargo hizli ve özenliydi teşekkürler,genel,pozitif,yok
ürün çok güzel paketlenmesi de iyiydi teşekkürler,ambalaj,pozitif,pozitif
ürün çok güzel paketlenmesi de iyiydi teşekkürler,genel,pozitif,yok
"Çok memnunum, maaşAllah fiyatina göre mükemmel.",fiyat,pozitif,pozitif
"Çok memnunum, maaşAllah fiyatina göre mükemmel.",genel,pozitif,yok
Beklediğim gibi gelmedi bilgisayar yarım saat çalışıyor kendi kendine kapanıyor ısınma dahi yok satıcı ilgisiz oyun dahi oynamadım 9000 lira verdik az para deği,kalite,yok,negatif
Beklediğim gibi gelmedi bilgisayar yarım saat çalışıyor kendi kendine kapanıyor ısınma dahi yok satıcı ilgisiz oyun dahi oynamadım 9000 lira verdik az para deği,fiyat,yok,negatif
Beklediğim gibi gelmedi bilgisayar yarım saat çalışıyor kendi kendine kapanıyor ısınma dahi yok satıcı ilgisiz oyun dahi oynamadım 9000 lira verdik az para deği,genel,negatif,yok
Şimdilik bi sorunu yok,genel,pozitif,pozitif
5 mayıstan beni kulanıyorum hiçbir sorun yaşamadım şimdiye kadar tavsiye ederim  çok iyi bence 😊😊,genel,pozitif,pozitif
Tam bir fiyat performans ürünü. Oldukça hızlı,fiyat,notr,notr
Tam bir fiyat performans ürünü. Oldukça hızlı,genel,pozitif,yok
üründe sogutulacak bir havalandirma yok -  üründe ne hikmetse bütün fişler 1cm ara ile konmuş power fişi USB HDMI lari takmak çıkarmak sorun mm rik mesafede baş,genel,negatif,negatif
Kardeşime aldık gerçekten güzel bir ürün tam bir fiyat performans ürünü,fiyat,notr,notr
Kardeşime aldık gerçekten güzel bir ürün tam bir fiyat performans ürünü,genel,pozitif,yok
ÜRÜN TAM ANLAMIYLA MÜKEMMEL SORUNSUZ GELDİ. KEYIFLE ALABİLİRSİNİZ SIKINTI YOK,kargo,pozitif,pozitif
ÜRÜN TAM ANLAMIYLA MÜKEMMEL SORUNSUZ GELDİ. KEYIFLE ALABİLİRSİNİZ SIKINTI YOK,genel,pozitif,yok
Fiyat performans ürünü 👌,fiyat,notr,notr
fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,fiyat,pozitif,notr
fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,batarya,notr,notr
fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,ambalaj,pozitif,notr
fiyat ve performans olarak gayet iyi orta segment oyunları kasmadan oynayabilirsiniz şarj süresi ortalama paketleme sorunsuzdu gönül rahatlığıyla alabilirsiniz,genel,pozitif,yok
Çok beğendim,genel,pozitif,pozitif
mükemmel ürün,genel,pozitif,pozitif
Tam bir fiat ürünü,fiyat,notr,notr
ürün çok çok hızlı ve çok güzel paketlenmiş  geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım ama kalitesini biliyorum bu fiyata düşünmeden alın derim,kargo,yok,pozitif
ürün çok çok hızlı ve çok güzel paketlenmiş  geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım ama kalitesini biliyorum bu fiyata düşünmeden alın derim,kalite,yok,pozitif
ürün çok çok hızlı ve çok güzel paketlenmiş  geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım ama kalitesini biliyorum bu fiyata düşünmeden alın derim,fiyat,pozitif,pozitif
ürün çok çok hızlı ve çok güzel paketlenmiş  geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım ama kalitesini biliyorum bu fiyata düşünmeden alın derim,ambalaj,pozitif,pozitif
ürün çok çok hızlı ve çok güzel paketlenmiş  geldi tebrik ve teşekkür ediyorum ürünü henüz kullanmadım ama kalitesini biliyorum bu fiyata düşünmeden alın derim,genel,pozitif,yok
Yeni aldım ilk bilgisayarım sağlam geldi açtım film izlemek için aldım gayet yeterli 🤩,kargo,pozitif,pozitif
Yeni aldım ilk bilgisayarım sağlam geldi açtım film izlemek için aldım gayet yeterli 🤩,kalite,pozitif,yok
Yeni aldım ilk bilgisayarım sağlam geldi açtım film izlemek için aldım gayet yeterli 🤩,fiyat,yok,pozitif
Yeni aldım ilk bilgisayarım sağlam geldi açtım film izlemek için aldım gayet yeterli 🤩,genel,pozitif,yok
ürünü simdilik güzel daha sonra güncelerim,genel,pozitif,pozitif
Ürünün paketlemesi çok guzeldi çanta şeklinde karton bi kutuda gonderdiler laptop cantasi olmasa daha taşımak açısından guzel ve özenliydi. Casper zaten bilindi,kargo,yok,pozitif
Ürünün paketlemesi çok guzeldi çanta şeklinde karton bi kutuda gonderdiler laptop cantasi olmasa daha taşımak açısından guzel ve özenliydi. Casper zaten bilindi,ambalaj,pozitif,pozitif
Ürünün paketlemesi çok guzeldi çanta şeklinde karton bi kutuda gonderdiler laptop cantasi olmasa daha taşımak açısından guzel ve özenliydi. Casper zaten bilindi,genel,pozitif,yok
Çok beğendim 😊,genel,pozitif,pozitif
Harika paketlenmiş ürün hasarsız ulaştı elime 2 günde geldi teşekkür ediyorum,kargo,pozitif,pozitif
Harika paketlenmiş ürün hasarsız ulaştı elime 2 günde geldi teşekkür ediyorum,kalite,pozitif,yok
Harika paketlenmiş ürün hasarsız ulaştı elime 2 günde geldi teşekkür ediyorum,ambalaj,pozitif,pozitif
çok güzel ❤️❤️❤️❤️,genel,pozitif,pozitif
