yorum,cumle,aspect,sentiment
İlk defa MacBook kullanıyorum. Çok beğendim. Çok hızlı ve Premium hissettiriyor. Paketleme güzeldi. Trendyol finans kart ile peşin fiyatına 9 taksitle aldım. Te,paketleme güzeldi,ambalaj,pozitif
İlk defa MacBook kullanıyorum. Çok beğendim. Çok hızlı ve Premium hissettiriyor. Paketleme güzeldi. Trendyol finans kart ile peşin fiyatına 9 taksitle aldım. Te,trendyol finans kart ile peşin fiyatına 9 taksitle aldım,fiyat,notr
Elime sorunsuz ulaştı paketlemesi de iyiydi teşekkürler,elime sorunsuz ulaştı paketlemesi de iyiydi teşekkürler,kargo,pozitif
Elime sorunsuz ulaştı paketlemesi de iyiydi teşekkürler,elime sorunsuz ulaştı paketlemesi de iyiydi teşekkürler,ambalaj,pozitif
"İlk apple bilgisayarım, piyasada 22k iken 18.5e aldım trendyol satıcısından, orijinal ürün, çok memnunum 🥹","5e aldım trendyol satıcısından, orijinal ürün, çok memnunum",fiyat,pozitif
herkes garantisinde sıkıntı yaşamış ama ben hiçbir şekilde sıkıntı yaşamadım iletişime geçtim çok iyi iletişim vardı kötü yarumlara aksine güzeldi hiçbir  sıkın,herkes garantisinde sıkıntı yaşamış ama ben hiçbir şekilde sıkıntı yaşamadım iletişime geçtim çok iyi iletişim vardı kötü yarumlara aksine güzeldi hiçbir sıkın,genel,pozitif
"Babamın özür hediyesiydi, paketleme iyiydi ürüne zaten diyecek bir şey yok çok güzel.","babamın özür hediyesiydi, paketleme iyiydi ürüne zaten diyecek bir şey yok çok güzel",ambalaj,pozitif
Beğendim satıcının paketlemesi de iyiydi,beğendim satıcının paketlemesi de iyiydi,ambalaj,pozitif
Çok memnunum şarjı uzun gidiyor ve sağlam. Fazla sekmelerde kasma olmuyor AMA microsofta alışmış biri olarak kullanımda çok zorlanıyorum. Touchpadi farklı direk,çok memnunum şarjı uzun gidiyor ve sağlam,batarya,pozitif
Hayatımda aldığım en en doğru karar mac almakkk çok memnunummm,hayatımda aldığım en en doğru karar mac almakk çok memnunumm,genel,pozitif
En uygun buradaydi. Ancak garanti tarihi eylülde almama ragmen 15 mayıs 2025’ti apple müşteri hizmetleri ile görüşerek düzeltme sağladım. Teşekkür ederim.,en uygun buradaydi,fiyat,notr
En uygun buradaydi. Ancak garanti tarihi eylülde almama ragmen 15 mayıs 2025’ti apple müşteri hizmetleri ile görüşerek düzeltme sağladım. Teşekkür ederim.,garanti tarihi eylülde almama ragmen 15 mayıs 2025 ti apple müşteri hizmetleri ile görüşerek düzeltme sağladım,genel,notr
Sorunsuz ve sağlam bir şekilde geldi paketleme gayet güzeldi,sorunsuz ve sağlam bir şekilde geldi paketleme gayet güzeldi,kargo,pozitif
Sorunsuz ve sağlam bir şekilde geldi paketleme gayet güzeldi,sorunsuz ve sağlam bir şekilde geldi paketleme gayet güzeldi,ambalaj,pozitif
Çok iyi oğluma aldım,çok iyi oğluma aldım,fiyat,pozitif
Hasarsız mükemmel paketleme ile geldi,hasarsız mükemmel paketleme ile geldi,kargo,pozitif
Hasarsız mükemmel paketleme ile geldi,hasarsız mükemmel paketleme ile geldi,ambalaj,pozitif
Çok iyi ve kullanışlı bir ürün,çok iyi ve kullanışlı bir ürün,genel,pozitif
O kadar güzel kiii çok memnunumm,o kadar güzel kii çok memnunumm,genel,pozitif
Bayıldımm küçük hafif ses kalitesi görüntü kalitesi harika 💖💖💖 kargo da çok özenli ve hızlıydı,bayıldımm küçük hafif ses kalitesi görüntü kalitesi harika kargo da çok özenli ve hızlıydı,kargo,pozitif
Bayıldımm küçük hafif ses kalitesi görüntü kalitesi harika 💖💖💖 kargo da çok özenli ve hızlıydı,bayıldımm küçük hafif ses kalitesi görüntü kalitesi harika kargo da çok özenli ve hızlıydı,kalite,pozitif
Bayıldımm küçük hafif ses kalitesi görüntü kalitesi harika 💖💖💖 kargo da çok özenli ve hızlıydı,bayıldımm küçük hafif ses kalitesi görüntü kalitesi harika kargo da çok özenli ve hızlıydı,ses_goruntu,pozitif
Ürün gayet güzel ses kalitesi ve şarj durumu özellikle uygulamaları da gayet hızlı açıyor,ürün gayet güzel ses kalitesi ve şarj durumu özellikle uygulamaları da gayet hızlı açıyor,kalite,pozitif
Ürün gayet güzel ses kalitesi ve şarj durumu özellikle uygulamaları da gayet hızlı açıyor,ürün gayet güzel ses kalitesi ve şarj durumu özellikle uygulamaları da gayet hızlı açıyor,batarya,pozitif
Ürün gayet güzel ses kalitesi ve şarj durumu özellikle uygulamaları da gayet hızlı açıyor,ürün gayet güzel ses kalitesi ve şarj durumu özellikle uygulamaları da gayet hızlı açıyor,ses_goruntu,pozitif
çok memnunum,çok memnunum,genel,pozitif
Gayet sağlam ve çabuk ulaştı elime. Çok memnunum,gayet sağlam ve çabuk ulaştı elime,kargo,pozitif
Gayet sağlam ve çabuk ulaştı elime. Çok memnunum,çok memnunum,genel,pozitif
Ürün gayet iyi çok güzel geldi :),ürün gayet iyi çok güzel geldi :,kargo,pozitif
Harika bir ürün çok tereddüt ederek almıştım. satıcı çok hızlı ve güzel paketlemişti sipariş ettikten 1 gün sonra kargoya verildi çok hızlı ve sorunsuz elime ul,harika bir ürün çok tereddüt ederek almıştım,genel,pozitif
Harika bir ürün çok tereddüt ederek almıştım. satıcı çok hızlı ve güzel paketlemişti sipariş ettikten 1 gün sonra kargoya verildi çok hızlı ve sorunsuz elime ul,satıcı çok hızlı ve güzel paketlemişti sipariş ettikten 1 gün sonra kargoya verildi çok hızlı ve sorunsuz elime ul,kargo,pozitif
Harika bir ürün çok tereddüt ederek almıştım. satıcı çok hızlı ve güzel paketlemişti sipariş ettikten 1 gün sonra kargoya verildi çok hızlı ve sorunsuz elime ul,satıcı çok hızlı ve güzel paketlemişti sipariş ettikten 1 gün sonra kargoya verildi çok hızlı ve sorunsuz elime ul,ambalaj,pozitif
üründen çok memnunum,üründen çok memnunum,genel,pozitif
Muazzam bir ürün trendyoldan en uygun fiyata aldım sorgulattım ürün orijinal bir sıkıntısı yok çok beğendim,muazzam bir ürün trendyoldan en uygun fiyata aldım sorgulattım ürün orijinal bir sıkıntısı yok çok beğendim,fiyat,pozitif
Hızlı ve sorunsuz ulaştı,hızlı ve sorunsuz ulaştı,kargo,pozitif
aşığımmm bilgisayarıma inanılmaz rahat,aşığımm bilgisayarıma inanılmaz rahat,genel,notr
"yanlış ürün gönderildi, şarj aleti de orjinal gibi durmuyor emin değilim, kargolaması aşırı başarılıydı yinede sağolun.","yanlış ürün gönderildi, şarj aleti de orjinal gibi durmuyor emin değilim, kargolaması aşırı başarılıydı yinede sağolun",kargo,pozitif
"yanlış ürün gönderildi, şarj aleti de orjinal gibi durmuyor emin değilim, kargolaması aşırı başarılıydı yinede sağolun.","yanlış ürün gönderildi, şarj aleti de orjinal gibi durmuyor emin değilim, kargolaması aşırı başarılıydı yinede sağolun",batarya,pozitif
Sadece internette gezmek için alacaksanız alın. Herhangi bir program yüklenemiyor çünkü cpu sadece kendisi için %100 kullanıyor. Hızı 0.8 ordan hesap edin.,sadece internette gezmek için alacaksanız alın. herhangi bir program yüklenemiyor çünkü cpu sadece kendisi için 100 kullanıyor. hızı 0.8 ordan hesap edin.,genel,notr
hiç begenmedim çok yavas zaten açıp kurarken anlamalıydım sayı tuşları çalışmıyo şimdi nasıl sıfırlicam bilmiyorum ama iade,hiç begenmedim çok yavas zaten açıp kurarken anlamalıydım sayı tuşları çalışmıyo şimdi nasıl sıfırlicam bilmiyorum ama iade,genel,negatif
berbst kağnı,berbst kağnı,genel,notr
arkadaşlar ürün bozuk geri gönderdim gene bana gönderdiler istemiyorum dedim iade ettim teslim edildi yazıyo ben ürünü almadım tüketici haklarına şikayet edecem,arkadaşlar ürün bozuk geri gönderdim gene bana gönderdiler istemiyorum dedim iade ettim teslim edildi yazıyo ben ürünü almadım tüketici haklarına şikayet edecem,kargo,negatif
ürünü aldım ama işlemci düşük sadece ofis işleri için idare eder.,ürünü aldım,fiyat,notr
"google de sekmeler açtığınızda birden cok , hemen kasıyor sesde duraksamalar yaşadım  müzik dinlerken falan kasıyor hiç memnun değilim. Şunu anlamış oldum inter","google de sekmeler açtığınızda birden cok , hemen kasıyor sesde duraksamalar yaşadım müzik dinlerken falan kasıyor hiç memnun değilim",ses_goruntu,negatif
Kullanılmış bilgisayar gönderdiler bana başkası adına şifreli hemde asla Satürn satıcısından almayın .,kullanılmış bilgisayar gönderdiler bana başkası adına şifreli hemde asla satürn satıcısından almayın .,genel,negatif
Hiçbir şekilde güvenli değil bu site indirimde aldığım ürün kargolandı ama iptal ettiler sırf indirimde aldığım için kesinlikle tavsiye etmiyorum arkadaşımda al,hiçbir şekilde güvenli değil bu site indirimde aldığım ürün kargolandı,kargo,negatif
Hiçbir şekilde güvenli değil bu site indirimde aldığım ürün kargolandı ama iptal ettiler sırf indirimde aldığım için kesinlikle tavsiye etmiyorum arkadaşımda al,hiçbir şekilde güvenli değil bu site indirimde aldığım ürün kargolandı,fiyat,negatif
Hiçbir şekilde güvenli değil bu site indirimde aldığım ürün kargolandı ama iptal ettiler sırf indirimde aldığım için kesinlikle tavsiye etmiyorum arkadaşımda al,iptal ettiler sırf indirimde aldığım için kesinlikle tavsiye etmiyorum arkadaşımda al,fiyat,notr
"Açılmiş sonradan paketlenmiş bilgisayar gönderdiler, laptop'un üstünde çizik vardı tavsiye etmiyorum","açılmiş sonradan paketlenmiş bilgisayar gönderdiler, laptop'un üstünde çizik vardı tavsiye etmiyorum",ambalaj,notr
kesinlikle uzak durun almayın aldırmayın aynı anda iki işlemi birden yapamıyorsunuz performansı çok ama çok kötü bir cihaz  ve çöp,çok kötü bir cihaz ve çöp,genel,negatif
EKRANDA ARADA BİR  DALGALANMALI PİKSELLEŞME VAR GÖRÜNTÜNÜN YARISI YOK ALDIĞIMA PİŞMANIM.FAVORİ SAYISININ BİR ÖNEMİ YOK TAVSİYE ETMİYORUM.,ekranda arada bir dalgalanmalı pikselleşme var görüntünün yarısı yok aldığıma pişmanım,ses_goruntu,negatif
"Bana daha önce kullanılmış, kurulumu yapılmış ikinci el bilgisayar gönderdiler Mehmet Akbulut isminde biri adına daha önce bilgisayar kurulmuş. İade ettim bir a","bana daha önce kullanılmış, kurulumu yapılmış ikinci el bilgisayar gönderdiler mehmet akbulut isminde biri adına daha önce bilgisayar kurulmuş",kalite,notr
ürünü satıyorlar ürün arızalandıktan sonra kesinlikle ilgi alaka sıfır. merkeze arıyorsun adamlar telefonun suratına kapatıyor. Satıcıya kesinlikle lafım yok am,ürünü satıyorlar ürün arızalandıktan sonra kesinlikle ilgi alaka sıfır,genel,notr
ürünü satıyorlar ürün arızalandıktan sonra kesinlikle ilgi alaka sıfır. merkeze arıyorsun adamlar telefonun suratına kapatıyor. Satıcıya kesinlikle lafım yok am,merkeze arıyorsun adamlar telefonun suratına kapatıyor,genel,notr
Arızalı ve kullanılmış geldi iade ettim umarım bir an önce çözüme varır,arızalı ve kullanılmış geldi iade ettim umarım bir an önce çözüme varır,kargo,negatif
Aldıktan 1 gün sonra 1000tl indirime girmesi canımı sıktı,aldıktan 1 gün sonra 100tl indirime girmesi canımı sıktı,fiyat,notr
Windows 11 kurulu şekilde gelmedi ayrıca görüntü kalitesi ciddi anlamda kötü iade edeceğim,windows 11 kurulu şekilde gelmedi ayrıca görüntü kalitesi ciddi anlamda kötü iade edeceğim,kalite,negatif
Windows 11 kurulu şekilde gelmedi ayrıca görüntü kalitesi ciddi anlamda kötü iade edeceğim,windows 11 kurulu şekilde gelmedi ayrıca görüntü kalitesi ciddi anlamda kötü iade edeceğim,ses_goruntu,negatif
bilgisayar çok aşırı yavaş. hiç bişey indirmememe  rağmen.,bilgisayar çok aşırı yavaş. hiç bişey indirmememe rağmen.,genel,negatif
Sayı tuşları basılı kalıyordu o yüzden iade. Ayrıca iade ya da değişim talep ettik ellerinde olduğu halde elimizde stok yok dediler. Bir de 5794 tl’ye Son 7 gün,sayı tuşları basılı kalıyordu o yüzden iade. ayrıca iade ya da değişim talep ettik ellerinde olduğu halde elimizde stok yok dediler. bir de 5794 tl ye son 7 gün,genel,negatif
cihaz garantisi 7 ay önce başlamış,cihaz garantisi 7 ay önce başlamış,genel,notr
yavaş çalışıyor nedenn,yavaş çalışıyor nedenn,genel,negatif
Öğrenci indirimiyle aldım faturama 1111 yazmislar kendilerine ulasamiyoruz iade edeceğim.,öğrenci indirimiyle aldım faturama 11 yazmislar kendilerine ulasamiyoruz iade edeceğim,fiyat,negatif
Anlayamadım dünden beri şarjda 1 gün kaldı nerdeyse ama şarjı açtığımda 95ti yardımcı olur musunuz,anlayamadım dünden beri şarjda 1 gün kaldı nerdeyse,batarya,notr
Anlayamadım dünden beri şarjda 1 gün kaldı nerdeyse ama şarjı açtığımda 95ti yardımcı olur musunuz,şarjı açtığımda 95ti yardımcı olur musunuz,batarya,notr
"BÖYLE BİR REZİLLİK YOK 1 haftadır ürünü bekliyorum. kargoya verildi olarak gösterip vermediler kargoya, siparişi iptal etmem için, ben siparişi iptal etmeyince",böyle bir rezillik yok 1 haftadır ürünü bekliyorum,genel,negatif
"BÖYLE BİR REZİLLİK YOK 1 haftadır ürünü bekliyorum. kargoya verildi olarak gösterip vermediler kargoya, siparişi iptal etmem için, ben siparişi iptal etmeyince","kargoya verildi olarak gösterip vermediler kargoya, siparişi iptal etmem için, ben siparişi iptal etmeyince",kargo,notr
Ekran goryntusu vozuldu,ekran goryntusu vozuldu,ses_goruntu,notr
"Bu cihazı tavsiye etmiyorum  çok kötü, ram arttıramıyorsunuz ram ana karta sabit olduğu için büyük sorun ram hızlıca doluyor ve ekranda donma oluyor. Isınma  so","bu cihazı tavsiye etmiyorum çok kötü, ram arttıramıyorsunuz ram ana karta sabit olduğu için büyük sorun ram hızlıca doluyor ve ekranda donma oluyor",batarya,notr
"Bu cihazı tavsiye etmiyorum  çok kötü, ram arttıramıyorsunuz ram ana karta sabit olduğu için büyük sorun ram hızlıca doluyor ve ekranda donma oluyor. Isınma  so","bu cihazı tavsiye etmiyorum çok kötü, ram arttıramıyorsunuz ram ana karta sabit olduğu için büyük sorun ram hızlıca doluyor ve ekranda donma oluyor",ses_goruntu,notr
Çok yavaş hiç tavsiye etmiyorum bişey yapılmıyor,çok yavaş hiç tavsiye etmiyorum bişey yapılmıyor,kalite,negatif
Ofis kullanımı için aldık açılması 15 dk sürüyor . Günlük ofis işleri için uygun bir laptop değil.,günlük ofis işleri için uygun bir laptop değil,fiyat,negatif
ürün arızalı çıktı,ürün arızalı çıktı,genel,negatif
Çok yavaş çalışıyor keşke almasaydim,çok yavaş çalışıyor keşke almasaydim,genel,negatif
"Ekranda kusur vardı, çizgiler vardı","ekranda kusur vardı, çizgiler vardı",ses_goruntu,notr
Faturam yok,faturam yok,genel,negatif
Bilgisayar gerçekten cok donuyor iade edicem,bilgisayar gerçekten cok donuyor iade edicem,genel,negatif
aldığım ürünün klavyesi çalışmıyor ve çok donuyor hiç beğenmedim tavsiye etmiyorum,aldığım ürünün klavyesi çalışmıyor ve çok donuyor hiç beğenmedim tavsiye etmiyorum,genel,negatif
128 gb hdd yok pcde sadece ssd takılı aşırı kasıyor daha kurulumunda kasmaya başladı,128 gb hdd yok pcde sadece ssd takılı aşırı kasıyor daha kurulumunda kasmaya başladı,genel,negatif
sakin almayın sürekli olarak güncelleme geliyor çok pişmanım keşke almazaydim,sakin almayın sürekli olarak güncelleme geliyor çok pişmanım keşke almazaydim,genel,negatif
15 gündür bende ve aşırı kasıyor youtube dan bile video izleneceyecek kadar 4 dk dır YouTube girmesini bekliyorum almayın,15 gündür bende ve aşırı kasıyor youtube dan bile video izleneceyecek kadar 4 dk dır youtube girmesini bekliyorum almayın,ses_goruntu,negatif
"öncelikle şunu belirteyim, 5 para etmez .","öncelikle şunu belirteyim, 5 para etmez",fiyat,notr
çok yavaş kesinlikle tavsiye etmiyorum,çok yavaş kesinlikle tavsiye etmiyorum,genel,negatif
yeni kurdum acayip yavaş ve kasıyor almanızı tavsiye etmem herkes ofis canlı dersler vs için aldım iyi demiş de onlara fırsat vermiyor ki acayip kötü,yeni kurdum acayip yavaş ve kasıyor almanızı tavsiye etmem herkes ofis canlı dersler vs için aldım iyi demiş de onlara fırsat vermiyor ki acayip kötü,fiyat,negatif
faturam gönderilmedi,faturam gönderilmedi,kargo,notr
"Neden fatura iletmiyorsunuz, gün içinde faturamı iletmezseniz sizi vergi dairesine şikayet edeceğim bilginiz olsun.","neden fatura iletmiyorsunuz, gün içinde faturamı iletmezseniz sizi vergi dairesine şikayet edeceğim bilginiz olsun.",genel,notr
sıfır diye aldığım bilgisayar kullanılmış çıktı başka biri kurmuş ve şifresini bantlamis bilgisayar a garanti belgesi 10 ay öncesinin tarihi vurulmuş  lütfen in,sıfır diye aldığım bilgisayar kullanılmış çıktı başka biri kurmuş ve şifresini bantlamis bilgisayar a garanti belgesi 10 ay öncesinin tarihi vurulmuş lütfen in,genel,notr
Ürün yanlış geldi. Firma çok ilgisiz. 2 kere iade etmeme rağmen iade talebi geri çevrildi. Kesinlikle tavsiye etmiyorum.,ürün yanlış geldi,kargo,notr
kusurlu geldi,kusurlu geldi,kargo,notr
çok kötü çok kötü hiç tavsiye etmiyorum paranıza yazık,çok kötü çok kötü hiç tavsiye etmiyorum paranıza yazık,fiyat,negatif
